"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.459369250E0,3.264710999E-1,3.899391174E-1,9.541009369E0
1.469342250E0,5.388793945E-1,3.698808289E-1,9.707762604E0
1.479315250E0,7.207511902E-1,3.635939026E-1,9.840985565E0
1.489287250E0,8.544232178E-1,3.519181824E-1,9.884095917E0
1.499260250E0,9.340576172E-1,3.682342529E-1,9.801318054E0
1.509233250E0,1.087189178E0,4.126918030E-1,9.739047546E0
1.519205250E0,1.210682373E0,5.029541016E-1,9.765542450E0
1.529178250E0,1.201551361E0,5.794450378E-1,9.746981049E0
1.539151250E0,1.035247192E0,6.280938721E-1,9.690698090E0
1.549123250E0,8.012837219E-1,6.530918884E-1,9.661209412E0
1.559096250E0,7.041357422E-1,6.418652344E-1,9.664652252E0
1.569069250E0,6.544390869E-1,5.843847656E-1,9.848020935E0
1.579042250E0,5.243595886E-1,5.563929749E-1,1.013557297E1
1.589014250E0,3.623963928E-1,5.307962036E-1,1.034034714E1
1.598987250E0,2.215393066E-1,5.878276062E-1,1.027358597E1
1.608960250E0,1.924996948E-1,6.578819275E-1,9.871821442E0
1.618932250E0,3.270698547E-1,6.233038330E-1,9.372609558E0
1.628905250E0,4.998106384E-1,5.773493958E-1,9.114246826E0
1.638878250E0,7.632627869E-1,6.426136780E-1,9.354048157E0
1.648850250E0,9.539662170E-1,7.337741089E-1,9.893675995E0
1.658823250E0,1.109941864E0,6.789880371E-1,1.032328262E1
1.668796250E0,1.275796967E0,5.373825073E-1,1.039528290E1
1.678768250E0,1.364412689E0,3.580554199E-1,1.012060410E1
1.688741250E0,1.354383545E0,2.154020691E-1,9.740245056E0
1.698714250E0,1.305435333E0,1.281335449E-1,9.532626801E0
1.708686250E0,1.279988251E0,6.795867920E-2,9.549391937E0
1.718659250E0,1.169517975E0,1.435514832E-1,9.741292877E0
1.728632250E0,8.584648132E-1,3.303630066E-1,1.000953506E1
1.738604250E0,5.415737915E-1,5.403762817E-1,1.005234604E1
1.748577250E0,5.996530151E-1,7.315287781E-1,9.985285492E0
1.758550250E0,4.213737488E-1,8.213420105E-1,9.811496887E0
1.768522250E0,2.336640930E-1,7.695497131E-1,9.816586304E0
1.778495250E0,3.823049927E-1,6.051914978E-1,9.880503387E0
1.788468250E0,4.065545654E-1,4.239184570E-1,9.853559418E0
1.798440250E0,2.338137817E-1,2.821632385E-1,9.692644043E0
1.808413250E0,9.175918579E-2,1.706451416E-1,9.546547852E0
1.818386250E0,1.444496155E-1,7.065307617E-2,9.738748169E0
1.828358250E0,2.531236267E-1,8.232879639E-3,1.005983047E1
1.838331250E0,3.055146790E-1,4.939727783E-3,1.025562332E1
1.848304250E0,2.987786865E-1,7.349716187E-2,1.026295807E1
1.858276250E0,2.926414490E-1,1.302291870E-1,1.010803024E1
1.868249250E0,2.692900085E-1,1.432521057E-1,9.935289459E0
1.878222250E0,2.909948730E-1,1.314266968E-1,9.775421906E0
1.888195250E0,3.335064697E-1,1.309776306E-1,9.666598206E0
1.898167250E0,3.695814514E-1,1.637594604E-1,9.658365326E0
1.908140250E0,4.049079895E-1,2.104623413E-1,9.730365601E0
1.918112875E0,4.694238281E-1,2.406994629E-1,9.855505371E0
1.928084875E0,5.331912231E-1,2.607577515E-1,9.948312378E0
1.938057875E0,6.057902527E-1,2.885998535E-1,9.989476776E0
1.948030875E0,6.367758179E-1,3.432362366E-1,9.934241638E0
1.958002875E0,6.703060913E-1,4.252656555E-1,9.910740509E0
1.967975875E0,6.851252747E-1,4.782554626E-1,9.935738525E0
1.977948875E0,7.113208008E-1,4.745132446E-1,9.843081207E0
1.987920875E0,7.289840698E-1,4.430786133E-1,9.708511047E0
1.997893875E0,7.691006470E-1,3.887416077E-1,9.619745636E0
2.007866875E0,7.761360168E-1,3.098556519E-1,9.611961823E0
2.017838875E0,7.743397522E-1,2.674937439E-1,9.724378052E0
2.027811875E0,7.502398682E-1,2.389031982E-1,9.911938019E0
2.037784875E0,7.303312683E-1,2.320175171E-1,1.007689499E1
2.047756875E0,6.912625122E-1,2.423460388E-1,1.014919464E1
2.057729875E0,6.653663635E-1,2.480342102E-1,1.009620483E1
2.067702875E0,6.647676086E-1,2.451901245E-1,9.984686737E0
2.077674875E0,6.840774536E-1,2.408491516E-1,9.884844360E0
2.087647875E0,7.250921631E-1,2.384541321E-1,9.837093658E0
2.097620875E0,7.276368713E-1,2.420466614E-1,9.867779846E0
2.107592875E0,7.153623962E-1,2.462379456E-1,9.810449066E0
2.117565875E0,7.143145752E-1,2.543211365E-1,9.717342682E0
2.127538875E0,6.959028625E-1,2.644999695E-1,9.663903809E0
2.137510875E0,6.777905273E-1,2.730322266E-1,9.717941437E0
2.147483875E0,6.822811890E-1,2.647993469E-1,9.835896149E0
2.157456875E0,6.547384644E-1,2.496807861E-1,9.947863312E0
2.167428875E0,6.084846497E-1,2.477348328E-1,1.005923172E1
2.177401875E0,5.189707947E-1,2.487826538E-1,1.011805939E1
2.187374875E0,4.159849548E-1,2.240840149E-1,9.891131287E0
2.197346875E0,6.137237549E-1,1.802252197E-1,9.442663879E0
2.207319875E0,6.593788147E-1,1.438508606E-1,9.460626526E0
2.217292875E0,4.866380310E-1,1.026864624E-1,9.771979065E0
2.227265875E0,6.315367126E-1,7.858657837E-2,9.979447632E0
2.237237875E0,6.741979980E-1,1.386117554E-1,9.929152222E0
2.247210875E0,4.863386536E-1,1.920506287E-1,9.748927002E0
2.257183875E0,3.498225403E-1,1.962419128E-1,9.593550110E0
2.267155875E0,4.381388855E-1,1.716929626E-1,9.781858521E0
2.277128875E0,5.939648438E-1,1.779798889E-1,1.008692413E1
2.287101875E0,6.620732117E-1,2.412982178E-1,1.023227188E1
2.297073875E0,6.542893982E-1,3.492237854E-1,1.017164795E1
2.307046875E0,6.192622375E-1,4.034111023E-1,9.973160706E0
2.317019875E0,6.144721985E-1,3.778143311E-1,9.798174591E0
2.326991875E0,6.256988525E-1,3.203338623E-1,9.705966339E0
2.336964875E0,6.665638733E-1,2.778222656E-1,9.708211670E0
2.346937875E0,7.090754700E-1,2.387535095E-1,9.797725525E0
2.356909875E0,7.595205688E-1,2.146536255E-1,9.892478485E0
2.366882875E0,7.897576904E-1,1.896556091E-1,9.936936035E0
2.376855875E0,8.069718933E-1,1.719923401E-1,9.940528564E0
2.386827875E0,8.015830994E-1,1.553768921E-1,9.900561676E0
2.396800875E0,7.786807251E-1,1.544787598E-1,9.789642334E0
2.406773875E0,7.343728638E-1,1.942959595E-1,9.763746185E0
2.416745875E0,7.060816956E-1,2.393522644E-1,9.924661560E0
2.426718875E0,7.301815796E-1,2.427951050E-1,9.924811249E0
2.436691875E0,7.149133301E-1,2.234852600E-1,9.754315796E0
2.446663875E0,6.984475708E-1,1.893562317E-1,9.644444275E0
2.456636875E0,6.727011108E-1,1.462458801E-1,9.647587738E0
2.466609875E0,6.339317322E-1,1.210981750E-1,9.772727509E0
2.476581875E0,6.297404480E-1,1.228944397E-1,9.961784363E0
2.486554875E0,6.475534058E-1,1.383123779E-1,1.007869125E1
2.496527875E0,6.394702148E-1,1.591191101E-1,1.008003845E1
2.506499875E0,6.158193970E-1,1.869612122E-1,1.000639160E1
2.516472875E0,6.134243774E-1,2.121089172E-1,9.936187592E0
2.526445875E0,6.399192810E-1,2.483335876E-1,9.876162415E0
2.536418875E0,6.584806824E-1,2.899470520E-1,9.854008484E0
2.546390875E0,6.677613831E-1,3.100053406E-1,9.911039886E0
2.556363875E0,6.617738342E-1,3.272195435E-1,9.913285217E0
2.566336875E0,6.273454285E-1,3.135978699E-1,9.823322296E0
2.576308875E0,6.095324707E-1,2.900967407E-1,9.680519257E0
2.586281875E0,6.030958557E-1,2.526745605E-1,9.654772797E0
2.596254875E0,6.361770630E-1,2.097138977E-1,9.802515564E0
2.606226875E0,6.486012268E-1,2.007325745E-1,9.961185608E0
2.616199875E0,6.384223938E-1,2.004331970E-1,1.005324417E1
2.626172875E0,5.704637146E-1,2.224374390E-1,1.005069946E1
2.636144875E0,4.845423889E-1,2.186952209E-1,9.930200043E0
2.646117875E0,5.965095520E-1,1.883084106E-1,9.541009369E0
2.656090875E0,8.077203369E-1,1.586700439E-1,9.645192719E0
2.666062875E0,5.915698242E-1,8.981323242E-2,9.732610931E0
2.676035875E0,6.239025879E-1,3.083587646E-2,9.825567627E0
2.686008875E0,7.487429810E-1,7.394622803E-2,9.805209961E0
2.695980875E0,6.357279968E-1,1.371148682E-1,9.768835602E0
2.705953875E0,4.653822327E-1,1.890568542E-1,9.689350891E0
2.715926875E0,4.790039062E-1,2.095642090E-1,9.790091400E0
2.725898875E0,6.273454285E-1,2.034269714E-1,1.010683273E1
2.735871875E0,6.864724731E-1,2.302212524E-1,1.029274612E1
2.745844875E0,6.849755859E-1,3.041674805E-1,1.024514511E1
2.755816875E0,6.509962463E-1,3.296145630E-1,1.003438339E1
2.765789875E0,6.135740662E-1,2.812651062E-1,9.805958405E0
2.775762875E0,5.869294739E-1,1.987866211E-1,9.680818634E0
2.785734875E0,5.794450378E-1,1.492396545E-1,9.614356842E0
2.795707875E0,5.978567505E-1,1.038839722E-1,9.613758087E0
2.805680875E0,6.306385803E-1,9.520202637E-2,9.721384277E0
2.815652875E0,6.515950012E-1,8.891510010E-2,9.884395294E0
2.825625875E0,6.670129395E-1,8.906478882E-2,9.992320862E0
2.835598875E0,7.081773376E-1,9.460327148E-2,1.000130219E1
2.845571875E0,6.966513062E-1,1.010398865E-1,9.904603271E0
2.855543875E0,6.560856628E-1,1.252894592E-1,9.818083191E0
2.865516875E0,6.075865173E-1,1.830693054E-1,9.918823700E0
2.875489875E0,6.162684631E-1,2.098635864E-1,9.965077515E0
2.885461875E0,6.355783081E-1,1.954934692E-1,9.789792023E0
2.895434875E0,6.218069458E-1,1.785786438E-1,9.607171783E0
2.905407875E0,6.435118103E-1,1.273851013E-1,9.586664429E0
2.915379875E0,6.447093201E-1,8.726852417E-2,9.741292877E0
2.925352583E0,6.635700989E-1,9.160949707E-2,9.953102417E0
2.935325583E0,6.872209167E-1,1.240919495E-1,1.008408005E1
2.945297583E0,6.851252747E-1,1.475930786E-1,1.010533585E1
2.955270583E0,6.679110718E-1,1.513352966E-1,1.001193008E1
2.965243583E0,6.378236389E-1,1.710942078E-1,9.915680237E0
2.975215583E0,6.268963623E-1,1.856140137E-1,9.859247589E0
2.985188583E0,6.608757019E-1,2.218386841E-1,9.812245331E0
2.995161583E0,6.533912659E-1,2.486329651E-1,9.830956421E0
3.005133583E0,6.246510315E-1,2.472857666E-1,9.893975372E0
3.015106583E0,6.062393188E-1,2.495310974E-1,9.870623932E0
3.025079583E0,6.038442993E-1,2.365081787E-1,9.763446808E0
3.035051583E0,6.032455444E-1,2.014810181E-1,9.710007935E0
3.045024583E0,6.053411865E-1,1.685494995E-1,9.770931244E0
3.054997583E0,6.248007202E-1,1.423539734E-1,9.882599030E0
3.064969583E0,6.411167908E-1,1.417552185E-1,9.968969421E0
3.074942583E0,5.980064392E-1,1.630110168E-1,1.004486160E1
3.084915583E0,5.102888489E-1,1.660047913E-1,1.003453308E1
3.094887583E0,5.587879944E-1,1.408570862E-1,9.633367310E0
3.104860583E0,7.997868347E-1,1.203497314E-1,9.634564819E0
3.114833583E0,6.243516541E-1,8.158035278E-2,9.709858246E0
3.124805583E0,5.933660889E-1,1.272354126E-2,9.802665253E0
3.134778583E0,7.472460938E-1,2.320175171E-2,9.837393036E0
3.144751583E0,6.668632507E-1,8.173004150E-2,9.781559143E0
3.154724583E0,4.900808716E-1,1.330732727E-1,9.701625366E0
3.164696583E0,4.634362793E-1,1.755848694E-1,9.743687897E0
3.174669583E0,5.905220032E-1,1.725910950E-1,1.003258713E1
3.184642583E0,6.691085815E-1,1.895059204E-1,1.023631348E1
3.194614583E0,6.812333679E-1,2.624043274E-1,1.025143204E1
3.204587583E0,6.465055847E-1,3.257226562E-1,1.007524841E1
3.214560583E0,6.268963623E-1,2.996768188E-1,9.816735992E0
3.224532583E0,6.077362061E-1,2.291734314E-1,9.641151123E0
3.234505583E0,6.078858948E-1,1.408570862E-1,9.581874390E0
3.244478583E0,6.298901367E-1,7.933502197E-2,9.676178284E0
3.254450583E0,6.676116943E-1,3.308120728E-2,9.856104126E0
3.264423583E0,6.753955078E-1,1.766326904E-2,9.995913391E0
3.274396583E0,6.686595154E-1,3.068618774E-2,1.002255798E1
3.284368583E0,6.703060913E-1,3.338058472E-2,9.938582611E0
3.294341583E0,6.632707214E-1,6.391708374E-2,9.821376343E0
3.304314583E0,6.429130554E-1,1.058299255E-1,9.785451050E0
3.314286583E0,6.171665955E-1,1.586700439E-1,9.946516113E0
3.324259583E0,6.427633667E-1,1.960922241E-1,1.005399261E1
3.334232583E0,6.539900208E-1,1.850152588E-1,9.905351715E0
3.344204583E0,6.491999817E-1,1.505868530E-1,9.706415405E0
3.354177583E0,6.382727051E-1,9.954299927E-2,9.619296570E0
3.364150583E0,6.304888916E-1,6.960525513E-2,9.664352875E0
3.374122583E0,6.581813049E-1,7.888595581E-2,9.809700623E0
3.384095583E0,7.110214233E-1,1.040336609E-1,9.988878021E0
3.394068583E0,7.162605286E-1,1.457968140E-1,1.006701553E1
3.404040583E0,6.987469482E-1,1.902543640E-1,1.003348526E1
3.414013583E0,6.825805664E-1,2.188449097E-1,9.938732300E0
3.423986583E0,6.896159363E-1,2.168989563E-1,9.876012726E0
3.433958583E0,6.854246521E-1,2.176473999E-1,9.845176849E0
3.443931583E0,6.836283875E-1,2.164498901E-1,9.827962646E0
3.453904583E0,6.526428223E-1,2.028282166E-1,9.839937744E0
3.463877583E0,6.240522766E-1,1.981878662E-1,9.852511597E0
3.473849583E0,6.001020813E-1,1.838177490E-1,9.809401245E0
3.483822583E0,6.010002136E-1,1.686991882E-1,9.763297119E0
3.493795583E0,6.012995911E-1,1.462458801E-1,9.745783539E0
3.503767583E0,6.048921204E-1,1.297801208E-1,9.806257782E0
3.513740583E0,6.161187744E-1,1.191522217E-1,9.927056580E0
3.523713583E0,6.075865173E-1,1.362167358E-1,1.002734802E1
3.533685583E0,5.331912231E-1,1.371148682E-1,1.001642075E1
3.543658583E0,5.418731689E-1,1.008901978E-1,9.689650269E0
3.553631583E0,7.890092468E-1,7.933502197E-2,9.498198395E0
3.563603583E0,7.378157043E-1,4.460723877E-2,9.616302795E0
3.573576583E0,6.141728210E-1,-2.993774414E-2,9.792785797E0
3.583549583E0,7.649093628E-1,-4.101470947E-2,9.929451599E0
3.593521583E0,7.491920471E-1,2.829116821E-2,9.884095917E0
3.603494583E0,5.679190063E-1,1.029858398E-1,9.763596497E0
3.613467583E0,4.881349182E-1,1.743873596E-1,9.712852020E0
3.623439583E0,6.065386963E-1,1.922003174E-1,9.950258331E0
3.633412583E0,7.247927856E-1,2.103126526E-1,1.022448807E1
3.643385583E0,7.619155884E-1,2.707868958E-1,1.025936554E1
3.653357583E0,7.217990112E-1,3.269201660E-1,1.011671219E1
3.663330583E0,6.798861694E-1,3.095562744E-1,9.863738251E0
3.673303583E0,6.471043396E-1,2.189945984E-1,9.658664703E0
3.683275583E0,6.345304871E-1,1.237925720E-1,9.564959564E0
3.693248583E0,6.441105652E-1,3.008743286E-2,9.618248749E0
3.703221583E0,6.849755859E-1,-4.385879517E-2,9.792935486E0
3.713193583E0,7.120692444E-1,-6.182144165E-2,9.958640900E0
3.723166583E0,7.111711121E-1,-4.550537109E-2,1.003752686E1
3.733139583E0,7.144642639E-1,-2.200424194E-2,9.991123352E0
3.743111583E0,7.114704895E-1,1.616638184E-2,9.859097900E0
3.753084583E0,6.885681152E-1,7.095245361E-2,9.758357391E0
3.763057583E0,6.577322388E-1,1.407073975E-1,9.902956696E0
3.773029583E0,6.897656250E-1,1.703457642E-1,1.001297791E1
3.783002583E0,7.024891663E-1,1.516346741E-1,9.859546967E0
3.792975583E0,6.761439514E-1,1.178050232E-1,9.670041046E0
3.802947583E0,6.750961304E-1,6.601272583E-2,9.599387970E0
3.812920583E0,6.509962463E-1,2.320175171E-2,9.712552643E0
3.822893583E0,6.566844177E-1,2.290237427E-2,9.914632416E0
3.832865583E0,6.768923950E-1,4.879852295E-2,1.005354355E1
3.842838583E0,6.827302551E-1,8.771759033E-2,1.006387207E1
3.852811583E0,6.662644958E-1,1.300794983E-1,1.000130219E1
3.862783583E0,6.545887756E-1,1.507365417E-1,9.918075256E0
3.872756583E0,6.667135620E-1,1.595681763E-1,9.866133270E0
3.882729583E0,6.809339905E-1,1.901046753E-1,9.831405487E0
3.892702583E0,6.926097107E-1,2.019300842E-1,9.808503113E0
3.902674583E0,6.753955078E-1,2.004331970E-1,9.824968872E0
3.912647583E0,6.512956238E-1,1.904040527E-1,9.815538483E0
3.922620708E0,6.505471802E-1,1.622625732E-1,9.723030853E0
3.932592708E0,6.541397095E-1,1.234931946E-1,9.670190735E0
3.942565708E0,6.553372192E-1,7.649093628E-2,9.723030853E0
3.952538708E0,6.771917725E-1,6.481521606E-2,9.872569885E0
3.962510708E0,6.891668701E-1,7.843688965E-2,1.000639160E1
3.972483708E0,6.921606445E-1,8.622070312E-2,1.008527756E1
3.982456708E0,6.336323547E-1,9.669891357E-2,1.012329849E1
3.992428708E0,5.584886169E-1,9.624984741E-2,1.005938141E1
4.002401708E0,6.602769470E-1,6.256988525E-2,9.570198669E0
4.012374708E0,8.264314270E-1,5.852828979E-2,9.419312439E0
4.022346708E0,6.295907593E-1,9.280700684E-3,9.582473145E0
4.032319708E0,6.634204102E-1,-6.286926270E-2,9.924960938E0
4.042292708E0,8.150550842E-1,-2.170486450E-2,1.002510269E1
4.052264708E0,6.821315002E-1,5.284011841E-2,9.854307861E0
4.062237708E0,4.834945679E-1,1.293310547E-1,9.616003418E0
